Invoicing Vendor Number,Vendor,Line ID ,Invoicing Vendor Name,Invoice Line Description,PO Line Description,Extended line amount_1,Extended line amount_2,G/L Account number,Processing Date,Invoice Number,Line Number,PO Number,PO Line,Work Order Number,WO Task,Invoice gross amount_1,Invoice gross amount_2,Date invoice entered,Catalog Item Number,Catalog Item Name,Entity Number,Entity Name,Date and time of last check,Check Number,Check Date
1903,VENDOR 74,68,VENDOR 74,,"X3D000482 STEELCASE SCREEN-CORE MOUNT,CORNER, LEFT HAND, 20HX60W QUOTE 43115 DATED 4/10/15",232.2,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,13,             1500740,7,     74717,2,9683.33,USD,7/7/2015,               14538,"X3D000482 STEELCASE SCREEN-CORE MOUNT,CORNER, LEFT HAND, 20HX60W QUOTE#39130 DATED 02/26/14",1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,69,VENDOR 74,,"ACM64 SCREEN-MODESTY, CABLEWAY, UNIVERSAL CLAMP, 64W QUOTE 43522 DATED 5/13/15",308.55,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,14,             1500740,19,     74717,2,9683.33,USD,7/7/2015,               15537,"ACM64 SCREEN-MODESTY, CABLEWAY, UNIVERSAL CLAMP, 64W QUOTE 43522 DATED 5/13/15",1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,70,VENDOR 74,,XUCL2400A6 STEELCASE PEDESTAL-2 FILES QUOTE 43115 DATED 4/10/15,364.21,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,15,             1500740,10,     74717,2,9683.33,USD,7/7/2015,               14028,XUCL2400A6 STEELCASE PEDESTAL-2 FILES QUOTE 38423 DATED 11/25/13,1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,71,VENDOR 74,,XUCN2400A2 STEELCASE PEDESTAL-2 BOX QUOTE 43115 DATED 4/10/15,400.76,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,16,             1500740,11,     74717,2,9683.33,USD,7/7/2015,               14030,XUCN2400A2 STEELCASE PEDESTAL-2 BOX QUOTE 38423 DATED 11/25/13,1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,72,VENDOR 74,,"XBB36 STEELCASE CABINET, PKG-OVERHEAD QUOTE 43115 DATED 4/10/15 ",426.13,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,17,             1500740,16,     74717,2,9683.33,USD,7/7/2015,               13516,"XBB36 STEELCASE CABINET, PKG-OVERHEAD QUOTE 37160 DATED 7/18/13 ",1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,73,VENDOR 74,,XBB48 STEELCASE CABINET PKG-OVERHEAD QUOTE 43115 DATED 4/10/15,492.78,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,18,             1500740,12,     74717,2,9683.33,USD,7/7/2015,               14026,XBB48 STEELCASE CABINET PKG-OVERHEAD QUOTE 38423 DATED 11/25/13,1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,74,VENDOR 74,,"X1AR24366 STEELCASE 658.76 658.76 CORE UNIT-STRAIGHT, END / INSIDE SUPPORTS, 24D X 36W BASIC :7238 FIELDSTONE PORT :6682 COBBLESTONE TOP-SURF:2922 CLAY MICRO QUOTE 43115 DATED 4/10/15",658.76,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,19,             1500740,3,     74717,2,9683.33,USD,7/7/2015,               15498," X1AR24366 STEELCASE 658.76 658.76 CORE UNIT-STRAIGHT, END / INSIDE SUPPORTS, 24D X 36W BASIC :7238 FIELDSTONE PORT :6682 COBBLESTONE TOP-SURF:2922 CLAY MICRO QUOTE 43115 DATED 4/10/15",1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
1903,VENDOR 74,75,VENDOR 74,,"442A30 GESTURE; CHAIR, UPHOLSTERED,  SHELL BACK, ADJUSTABLE SEAT DEPTH STERLING DARK SOLID QUOTE 43115 DATED 4/10/15",716.75,USD,PR-107101-94-17-11-1611-000000,7/7/2015,              241991,20,             1500740,5,     74717,2,9683.33,USD,7/7/2015,               14675,"442A30 GESTURE; CHAIR, UPHOLSTERED,  SHELL BACK, ADJUSTABLE SEAT DEPTH STERLING DARK SOLID  QUOTE# 40051 DATED 6/5/14",1BSC-BLD-ADMIN,BUILDING ADMINISTRATION,7/10/2015 2:47,41326,7/10/2015
12934,VENDOR 227,76,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,20300.1,USD,PR-107101-94-17-11-1625-000000,11/15/2016,0216035.00-0000001,1,             1601262,1,     80057,3,20300.1,USD,11/15/2016,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,11/18/2016 2:31,48766,11/18/2016
12934,VENDOR 227,77,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,16421.4,USD,PR-107101-94-17-11-1625-000000,12/7/2016,0216035.00-0000002,1,             1601262,1,     80057,3,16421.4,USD,12/7/2016,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,12/16/2016 4:29,49163,12/16/2016
12934,VENDOR 227,78,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,10197.5,USD,PR-107101-94-17-11-1625-000000,12/31/2016,             0000003,1,             1601262,1,     80057,3,10197.5,USD,1/4/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,1/6/2017 1:54,49451,1/6/2017
12934,VENDOR 227,79,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,4253.4,USD,PR-107101-94-17-11-1625-000000,1/31/2017,0216035.00-0000004,1,             1601262,1,     80057,3,4253.4,USD,1/31/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,2/3/2017 2:17,49818,2/3/2017
12934,VENDOR 227,80,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,14618.6,USD,PR-107101-94-17-11-1625-000000,3/8/2017,0216035.00-0000005,1,             1601262,1,     80057,3,14618.6,USD,3/8/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,3/17/2017 4:27,50432,3/17/2017
12934,VENDOR 227,81,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,11381.06,USD,PR-107101-94-17-11-1625-000000,3/28/2017,0216035.00-0000006,1,             1601262,1,     80057,3,11381.06,USD,3/28/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,3/31/2017 2:29,50740,3/31/2017
12934,VENDOR 227,82,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,284.4,USD,PR-107101-94-17-11-1625-000000,4/27/2017,0216035.00-0000007,1,             1601262,1,     80057,3,284.4,USD,4/27/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,4/28/2017 3:26,51182,4/28/2017
12934,VENDOR 227,83,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,1027.2,USD,PR-107101-94-17-11-1625-000000,5/24/2017,0216035.00-0000008,1,             1601262,1,     80057,3,1027.2,USD,5/24/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,5/26/2017 3:52,51626,5/26/2017
12934,VENDOR 227,84,VENDOR 227,,GRADING AND DRAINAGE IMPROVEMENTS   PER PROPOSAL DATED 4/14/2016,2059.7,USD,PR-107101-94-17-11-1625-000000,6/20/2017,0216035.00-0000009,1,             1601262,1,     80057,3,2059.7,USD,6/20/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,6/23/2017 1:14,52045,6/23/2017
2067,VENDOR 80,85,VENDOR 80,,"TRUCK-MOUNTED DRILLING, LABORATORY TESTING, AND AN ENGINEERING REPORT PER PROPOSAL DATED 4/29/16",4700,USD,PR-107101-94-17-11-1625-000000,10/31/2016,T835442,1,             1601275,1,     80057,4,5300,USD,11/1/2016,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,11/4/2016 2:30,48596,11/4/2016
2067,VENDOR 80,86,VENDOR 80,,TWO BORINGS FOR ADD ALTERNATE 2 - CONDUCTED SAME TIME AS BASE STUDY,600,USD,PR-107101-94-17-11-1625-000000,10/31/2016,T835442,2,             1601275,2,     80057,4,5300,USD,11/1/2016,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,11/4/2016 2:30,48596,11/4/2016
883,VENDOR 33,87, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",136.09,USD,PR-107101-94-17-11-1625-000000,5/10/2017,          0002879055,1,A170271,2,     80057,4,136.09,USD,5/10/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,5/12/2017 8:33,51405,5/12/2017
789,VENDOR 27,88,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",128.5,USD,PR-107101-94-17-11-1625-000000,5/15/2017,I01299552,1,A170256,1,     80057,4,128.5,USD,5/15/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,5/19/2017 2:37,51555,5/19/2017
789,VENDOR 27,89,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",119.34,USD,PR-107101-94-17-11-1625-000000,5/15/2017,I01299557,1,A170256,1,     80057,4,119.34,USD,5/15/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,5/19/2017 2:37,51555,5/19/2017
2067,VENDOR 80,90,VENDOR 80,,TWO BORINGS FOR ADD ALTERNATE 2 - CONDUCTED SAME TIME AS BASE STUDY,866.25,USD,PR-107101-94-17-11-1625-000000,5/31/2017,T884696-CORRECTION,1,             1601275,2,     80057,4,866.25,USD,6/2/2017,                1000,SERVICES,1STA-000-000,GRADING & DRAINAGE,6/2/2017 9:33,OFFSET,6/2/2017
5936,VENDOR 100,91,VENDOR 100,,POWER TO NEW OFFICE AREA IN CMB BUILDING  INV# 35557  DATED 6/30/17,6772.16,USD,PR-107101-94-17-11-1664-000000,7/19/2017,               35557,1,             1600278,73,     85479,3,6772.16,USD,7/19/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/21/2017 4:09,52454,7/21/2017
10950,VENDOR 145,92,VENDOR 145,,DUCTWORK FOR CMB 2ND FLOOR OFFICE SPACE,457.5,USD,PR-107101-94-17-11-1664-000000,6/27/2017,JC3538,1,             1601884,54,     85479,4,457.5,USD,6/27/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/14/2017 3:42,52316,7/14/2017
12954,VENDOR 229,93,VENDOR 229,,RAILCAR REPAIR BUILDING REPLACEMENT    NOT TO EXCEED WITH OUT WRITTEN AUTHORIZATION,8540,USD,PR-107101-94-17-11-1669-000000,12/21/2016,                   1,1,             1601454,1,     82989,4,8540,USD,12/21/2016,                1000,SERVICES,1BSR-BLDG-RAILCAR,RAWHIDE RAILCAR REPAIR BUILDING,1/6/2017 1:54,49459,1/6/2017
12954,VENDOR 229,94,VENDOR 229,,RAILCAR REPAIR BUILDING REPLACEMENT    NOT TO EXCEED WITH OUT WRITTEN AUTHORIZATION,12100,USD,PR-107101-94-17-11-1669-000000,3/15/2017,                   2,1,             1601454,1,     82989,4,12100,USD,3/15/2017,                1000,SERVICES,1BSR-BLDG-RAILCAR,RAWHIDE RAILCAR REPAIR BUILDING,3/31/2017 2:29,50756,3/31/2017
10645,VENDOR 136,95,VENDOR 136,,"ITEM I - THE FEE TO PROVIDE THE REQUESTED SURVEY OF THE EXISTING FOUNDATION OF THE RAILCAR REPAIR BUILDING AND EXISTING RAILS WILL BE $1,960. THIS SURVEY WILL BE TIED TO A NGS BENCH MARK (NAVD 1988) AND WILL BE TIED TO STATE PLANE COORDINATES, NORTH ZONE 1983/2011. THE TOPO WILL BE DELIVERED IN AN AUTOCAD CIVIL 3D 2013 DWG OR A STANDARD PDF FILE FORMAT.  PER PROPOSAL DATED 11/16/16",1412,USD,PR-107101-94-17-11-1669-000000,12/28/2016,              403004,1,             1601975,1,     82989,5,1412,USD,12/28/2016,                1000,SERVICES,1BSR-BLDG-RAILCAR,RAWHIDE RAILCAR REPAIR BUILDING,1/20/2017 1:02,49634,1/20/2017
5936,VENDOR 100,96,VENDOR 100,,RAILCAR BUILDING SERVICES INV# 34528,249.4,USD,PR-107101-94-17-11-1669-000000,5/15/2017,               34528,1,             1600278,48,     82989,5,249.4,USD,5/15/2017,                1000,SERVICES,1BSR-BLDG-RAILCAR,RAWHIDE RAILCAR REPAIR BUILDING,5/19/2017 2:37,51525,5/19/2017
11752,VENDOR 169,97,VENDOR 169,,FURNISH AND INSTALL STONE SLAB MONUMENT SIGN WITH BASE. FOOTING TO BE STAMPED ENGINEERED. OVERALL SIZE: 9'X5',7007,USD,PR-107201-94-17-01-2170-000000,4/17/2015,DP15286,1,             1500535,1,     68190,1,7007,USD,4/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,4/17/2015 12:19,OFFSET,4/17/2015
11752,VENDOR 169,98,VENDOR 169,,FURNISH AND INSTALL STONE SLAB MONUMENT SIGN WITH BASE. FOOTING TO BE STAMPED ENGINEERED. OVERALL SIZE: 9'X5',-7007,USD,PR-107201-94-17-01-2170-000000,4/17/2015,DP15286-CR01,1,             1500535,1,     68190,1,-7007,USD,4/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,4/17/2015 12:19,OFFSET,4/17/2015
11752,VENDOR 169,99,VENDOR 169,,FURNISH AND INSTALL STONE SLAB MONUMENT SIGN WITH BASE. FOOTING TO BE STAMPED ENGINEERED. OVERALL SIZE: 9'X5',7007,USD,PR-107201-94-17-01-2170-000000,4/17/2015,DP-15286,1,             1500535,1,     68190,1,7007,USD,4/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,4/20/2015 4:39,40183,4/20/2015
12160,VENDOR 180,100,VENDOR 180,,IRRIGATION DESIGN-DIXON CREEK SUBSTATION PER PROPOSAL DATED 2/19/14 INCLUDING: IRRIGATION PLAN DESIGN CONSTRUCTION SPECIFICATIONS & DETAIL DEVELOPMENT CONSTRUCTION SERVICES,220,USD,PR-107201-94-17-01-2170-000000,9/10/2015,                1496,1,             1400375,1,     68190,1,220,USD,9/10/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/11/2015 4:28,42206,9/11/2015
11752,VENDOR 169,101,VENDOR 169,,FURNISH AND INSTALL STONE SLAB MONUMENT SIGN WITH BASE. FOOTING TO BE STAMPED ENGINEERED. OVERALL SIZE: 9'X5',6892.5,USD,PR-107201-94-17-01-2170-000000,9/10/2015,                5604,1,             1500535,1,     68190,1,6892.5,USD,9/10/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/11/2015 4:28,42236,9/11/2015
11752,VENDOR 169,102,VENDOR 169,,ADDITIONAL SERVICES TO SANDBLAST AND PAINT SIGN AT DIXON CREEK   PER PROPOSAL  DATED  16251,1655,USD,PR-107201-94-17-01-2170-000000,11/9/2015,5604-2,1,             1500535,3,     68190,1,1655,USD,11/9/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,11/13/2015 1:28,43361,11/13/2015
5936,VENDOR 100,103,VENDOR 100,,DIXON CREEK IRRIGATION SYSTEMS- FACILITIES INV# 21147,918.03,USD,PR-107201-94-17-01-2170-000000,12/31/2014,               21147,1,             1300248,80,     68829,1,918.03,USD,1/7/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,1/23/2015 2:24,39014,1/23/2015
12341,VENDOR 190,104,VENDOR 190,,CONSTRUCTION SERVICES INCLUDING LANDSCAPING AND REPLACING IRRIGATION SYSTEM AT DIXON SUBSTATION.  ESTIMATED PROJECT TIMELINE SEPT 2014- APRIL 2015 ,55177.84,USD,PR-107201-94-17-01-2170-000000,12/31/2014,               26520,1,             1401700,1,     68829,1,52418.95,USD,1/9/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,1/16/2015 1:52,38922,1/16/2015
5936,VENDOR 100,105,VENDOR 100,,DIXON CREEK CAPITAL WORK,404.47,USD,PR-107201-94-17-01-2170-000000,3/24/2015,               22053,1,             1300248,90,     68829,1,404.47,USD,3/24/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,3/27/2015 2:40,39815,3/27/2015
5936,VENDOR 100,106,VENDOR 100,,DIXON CREEK CAPITAL WORK,496.73,USD,PR-107201-94-17-01-2170-000000,4/14/2015,               22501,1,             1300248,90,     68829,1,496.73,USD,4/14/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,4/24/2015 3:14,40225,4/24/2015
5936,VENDOR 100,107,VENDOR 100,,DIXON CREEK CAPITAL WORK,652.01,USD,PR-107201-94-17-01-2170-000000,5/14/2015,               22960,1,             1300248,90,     68829,1,652.01,USD,5/14/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,5/22/2015 6:37,40661,5/22/2015
12341,VENDOR 190,108,VENDOR 190,,REMOVE UNDERGROUND CONCRETE  INVOICE 28311,1500,USD,PR-107201-94-17-01-2170-000000,8/13/2015,               28311,1,             1501395,1,     68829,1,1500,USD,8/13/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,8/21/2015 2:26,41915,8/21/2015
12341,VENDOR 190,109,VENDOR 190,,CONSTRUCTION SERVICES INCLUDING LANDSCAPING AND REPLACING IRRIGATION SYSTEM AT DIXON SUBSTATION.  ESTIMATED PROJECT TIMELINE SEPT 2014- APRIL 2015 ,8490,USD,PR-107201-94-17-01-2170-000000,8/14/2015,               28441,1,             1401700,1,     68829,1,8490,USD,8/14/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,8/21/2015 2:26,41915,8/21/2015
12341,VENDOR 190,110,VENDOR 190,,"WORK TO INCUDE: INSTALLATION OF GRASS PAVE 2 ACCESS ROAD FOR FIBER VAN AS DISCUSSED. THIS BID INCLUDES ALL MATERIAL AND LABOR TO INSTALL.  EXCAVATE AREA 9' WIDE APPROXIMATELY 120 FEET LONG , 6 ""BASE , GRASSPAVE2  SAND AND COMPOST MIX  PER PROPOSAL DATED 3/19/15",8482.93,USD,PR-107201-94-17-01-2170-000000,8/14/2015,               28310,1,             1401700,2,     68829,1,8482.93,USD,8/14/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,8/21/2015 2:26,41915,8/21/2015
12341,VENDOR 190,111,VENDOR 190,,CONSTRUCTION SERVICES INCLUDING LANDSCAPING AND REPLACING IRRIGATION SYSTEM AT DIXON SUBSTATION.  ESTIMATED PROJECT TIMELINE SEPT 2014- APRIL 2015 ,83590,USD,PR-107201-94-17-01-2170-000000,8/14/2015,               28309,1,             1401700,1,     68829,1,83590,USD,8/14/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,8/21/2015 2:26,41915,8/21/2015
1040,VENDOR 43,112,VENDOR 43,,BUILDING MATERIALS-HQ,20.33,USD,PR-107201-94-17-01-2170-000000,9/3/2015,STMT 08-21-15,1,A150021,1,     68829,1,20.33,USD,9/3/2015,                1001,MATERIALS,EO-SUB-DX,DIXON CREEK SUBSTATION,9/4/2015 5:05,42165,9/4/2015
883,VENDOR 33,113, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",53.96,USD,PR-107201-94-17-01-2170-000000,9/17/2015,          0002580586,1,A150290,3,     68829,1,155.84,USD,9/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/17/2015 8:46,OFFSET,9/17/2015
883,VENDOR 33,114, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",-53.96,USD,PR-107201-94-17-01-2170-000000,9/17/2015,0002580586-CR01,1,A150290,3,     68829,1,-155.84,USD,9/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/17/2015 8:46,OFFSET,9/17/2015
883,VENDOR 33,115, COLLINS COLORADOAN,,"LEGAL NOTICES, ADS, BIDS",53.96,USD,PR-107201-94-17-01-2170-000000,9/17/2015,#0002580586,1,A150290,3,     68829,1,155.84,USD,9/17/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/18/2015 6:15,42301,9/18/2015
789,VENDOR 27,116,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",101.76,USD,PR-107201-94-17-01-2170-000000,9/18/2015,             5652805,1,A150272,2,     68829,1,101.76,USD,9/18/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/18/2015 1:15,42370,9/18/2015
789,VENDOR 27,117,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",101.76,USD,PR-107201-94-17-01-2170-000000,9/18/2015,             5652870,1,A150272,2,     68829,1,101.76,USD,9/18/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/18/2015 1:15,42370,9/18/2015
789,VENDOR 27,118,VENDOR 27,,"LEGAL NOTICES, ADS, BIDS",46.02,USD,PR-107201-94-17-01-2170-000000,9/18/2015,             5652806,1,A150272,2,     68829,1,46.02,USD,9/18/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,9/18/2015 1:15,42370,9/18/2015
5936,VENDOR 100,119,VENDOR 100,,DIXON CREEK CAPITAL WORK,323.24,USD,PR-107201-94-17-01-2170-000000,9/29/2015,               24485,1,             1300248,90,     68829,1,323.24,USD,9/29/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,10/2/2015 7:06,42571,10/2/2015
11711,VENDOR 168,120,VENDOR 168,,"LANDSCAPE PLAN MODIFICATIONS TO EAST LANDSCAPE AREA ALONG OVERLAND TRAIL BETWEEN THE TWO GRAVEL ACCESS DRIVES,  TIME AND MATERIALS, NOT TO EXCEED $4500.00 PER QUOTE DATED 7/23/2014 ",592.5,USD,PR-107201-94-17-01-2170-000000,12/30/2015,               18272,1,             1401381,1,     68829,1,592.5,USD,12/30/2015,                1000,SERVICES,EO-SUB-DX,DIXON CREEK SUBSTATION,1/15/2016 2:58,44403,1/15/2016
817,VENDOR 32,121,VENDOR 32,Inner Duct   ELECTRIC 03145739200,,370.85,USD,PR-107201-94-17-01-2235-000000,4/27/2017,CC0417,311,,,,,58650.14,USD,4/27/2017,                9600,MASTER CARD,,,5/1/2017 2:31,8597,5/1/2017
12633,VENDOR 206,122,VENDOR 206,,ADDITIONAL SECURITY MATERIALS  INVOICE 31038,15869.5,USD,PR-107201-94-17-01-2235-000000,4/5/2017,               31066,5,             1700119,5,     85382,1,95420.5,USD,4/5/2017,                1001,MATERIALS,EO-SUB-LP-JNT,LONGS PEAK SUBSTATION,4/21/2017 2:29,51108,4/21/2017
10950,VENDOR 145,123,VENDOR 145,,HVAC UNIT REPLACEMENT AT CROSSROAD'S SUBSTATION LABOR - CAPITAL,7275,USD,PR-107201-94-17-01-2261-000000,9/13/2016,JC2324,1,             1601884,23,     81186,1,7275,USD,9/13/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,9/16/2016 3:01,47897,9/16/2016
10950,VENDOR 145,124,VENDOR 145,,HVAC UNIT REPLACEMENT AT CROSSROAD'S SUBSTATION LABOR - CAPITAL,5525,USD,PR-107201-94-17-01-2261-000000,9/14/2016,JC2639,1,             1601884,23,     81186,1,41225,USD,9/14/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,9/23/2016 3:38,47999,9/23/2016
10950,VENDOR 145,125,VENDOR 145,,HVAC UNIT REPLACEMENT AT CROSSROAD'S SUBSTATION MATERIALS - CAPITAL,35700,USD,PR-107201-94-17-01-2261-000000,9/14/2016,JC2639,2,             1601884,24,     81186,1,41225,USD,9/14/2016,                1001,MATERIALS,HQ,HEADQUARTERS FACILITY,9/23/2016 3:38,47999,9/23/2016
5936,VENDOR 100,126,VENDOR 100,,WORK COMPLETED AT CROSSROADS SUBSTATION INVOICWE 30058,725.82,USD,PR-107201-94-17-01-2261-000000,9/16/2016,               30058,1,             1600278,20,     81186,1,725.82,USD,9/16/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,9/23/2016 3:38,48003,9/23/2016
10950,VENDOR 145,127,VENDOR 145,,HVAC UNIT REPLACEMENT AT MARY'S LAKE SUBSTATION LABOR - CAPITAL,3200,USD,PR-107201-94-17-01-2261-000000,6/30/2016,JC2357,1,             1601884,21,     81186,2,11560,USD,7/5/2016,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/8/2016 3:31,46937,7/8/2016
10950,VENDOR 145,128,VENDOR 145,,HVAC UNIT REPLACEMENT AT MARY'S LAKE SUBSTATION MATERIALS - CAPITAL,8360,USD,PR-107201-94-17-01-2261-000000,6/30/2016,JC2357,2,             1601884,22,     81186,2,11560,USD,7/5/2016,                1001,MATERIALS,HQ,HEADQUARTERS FACILITY,7/8/2016 3:31,46937,7/8/2016
10950,VENDOR 145,129,VENDOR 145,,HVAC UNIT REPLACEMENT AT MARY'S LAKE SUBSTATION MATERIALS - CAPITAL,2040,USD,PR-107201-94-17-01-2261-000000,7/12/2016,JC2325,1,             1601884,22,     81186,2,2040,USD,7/12/2016,                1001,MATERIALS,HQ,HEADQUARTERS FACILITY,7/15/2016 2:48,47029,7/15/2016
10950,VENDOR 145,130,VENDOR 145,,CITY2 SUBSTATION REMOVAL AND REPLACEMENT OF EUBANK OPTION 2 PER PROPOSAL# DC 12917  DATED 2/9/17,4012.5,USD,PR-107201-94-17-01-2273-000000,7/12/2017,JC3351,1,             1601884,48,     87079,3,4012.5,USD,7/12/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/14/2017 3:42,52316,7/14/2017
10950,VENDOR 145,131,VENDOR 145,,CITY2 SUBSTATION REMOVAL AND REPLACEMENT OF EUBANK OPTION 2 PER PROPOSAL# DC 12917  DATED 2/9/17,22737.5,USD,PR-107201-94-17-01-2273-000000,7/13/2017,JC3581,1,             1601884,48,     87079,3,22737.5,USD,7/13/2017,                1000,SERVICES,HQ,HEADQUARTERS FACILITY,7/21/2017 4:09,52446,7/21/2017
1867,VENDOR 71,132,VENDOR 71,,"MATERIALS - TRAY CABLE, SAFETY SWITCH, HUBS, SCREW DRIVER SET & SCREW ANCHORS INV@ S117421370-001  DATED 7/6/17",201.09,USD,PR-107201-94-17-01-2273-000000,7/13/2017,S117421370.001,1,             1701412,1,     87079,2,201.09,USD,7/13/2017,                1001,MATERIALS,HQ,HEADQUARTERS FACILITY,,,
